GenusSpecies	Gene	Occurances	Program	Database	Auto	Date
Bacillus anthracis	inhA	189	abricate	vfdb	auto	20191028
Bacillus anthracis	nheA	190	abricate	vfdb	auto	20191028
Bacillus anthracis	nheB	190	abricate	vfdb	auto	20191028
Bacillus anthracis	BAS3109	189	abricate	vfdb	auto	20191028
Bacillus anthracis	cya	153	abricate	vfdb	auto	20191028
Bacillus anthracis	pagA	154	abricate	vfdb	auto	20191028
Bacillus anthracis	lef	153	abricate	vfdb	auto	20191028
Bacillus anthracis	capE	137	abricate	vfdb	auto	20191028
Bacillus anthracis	dep/capD	135	abricate	vfdb	auto	20191028
Bacillus anthracis	capA	135	abricate	vfdb	auto	20191028
Bacillus anthracis	capC	138	abricate	vfdb	auto	20191028
Bacillus anthracis	capB	137	abricate	vfdb	auto	20191028
Bacillus anthracis	hblA	5	abricate	vfdb	auto	20191028
Bacillus anthracis	hblD	5	abricate	vfdb	auto	20191028
Bacillus anthracis	hblC	5	abricate	vfdb	auto	20191028
Bacillus anthracis	cytK	5	abricate	vfdb	auto	20191028
Bacillus anthracis	nheC	1	abricate	vfdb	auto	20191028
Bacillus anthracis	(Bla)BLA-1	189	abricate	argannot	auto	20191028
Bacillus anthracis	(Fcyn)FosB2	182	abricate	argannot	auto	20191028
Campylobacter jejuni	OXA-450	641	abricate	card	auto	20191028
Campylobacter jejuni	cmeC	1534	abricate	card	auto	20191028
Campylobacter jejuni	cmeB	1425	abricate	card	auto	20191028
Campylobacter jejuni	cmeA	1239	abricate	card	auto	20191028
Campylobacter jejuni	cmeR	1485	abricate	card	auto	20191028
Campylobacter jejuni	OXA-61	232	abricate	card	auto	20191028
Campylobacter jejuni	tetO	452	abricate	card	auto	20191028
Campylobacter jejuni	OXA-184	85	abricate	card	auto	20191028
Campylobacter jejuni	OXA-446	66	abricate	card	auto	20191028
Campylobacter jejuni	SAT-4	44	abricate	card	auto	20191028
Campylobacter jejuni	APH(3')-IIIa	66	abricate	card	auto	20191028
Campylobacter jejuni	OXA-449	35	abricate	card	auto	20191028
Campylobacter jejuni	OXA-447	104	abricate	card	auto	20191028
Campylobacter jejuni	OXA-448	13	abricate	card	auto	20191028
Campylobacter jejuni	OXA-452	4	abricate	card	auto	20191028
Campylobacter jejuni	AAC(6')-Ie-APH(2'')-Ia	1	abricate	card	auto	20191028
Campylobacter jejuni	aad(6)	1	abricate	card	auto	20191028
Campylobacter jejuni	ErmB	3	abricate	card	auto	20191028
Campylobacter jejuni	OXA-185	6	abricate	card	auto	20191028
Campylobacter jejuni	OXA-453	1	abricate	card	auto	20191028
Campylobacter jejuni	OXA-451	3	abricate	card	auto	20191028
Campylobacter jejuni	OXA-465	34	abricate	card	auto	20191028
Campylobacter jejuni	APH(2'')-If	11	abricate	card	auto	20191028
Campylobacter jejuni	APH(2'')-Ig	2	abricate	card	auto	20191028
Campylobacter jejuni	APH(2'')-IIa	1	abricate	card	auto	20191028
Campylobacter jejuni	AAC(6')-Im	1	abricate	card	auto	20191028
Campylobacter jejuni	OXA-466	19	abricate	card	auto	20191028
Campylobacter jejuni	Campylobacter_coli_chloramphenicol_acetyltransferase	3	abricate	card	auto	20191028
Campylobacter jejuni	lnuC	2	abricate	card	auto	20191028
Campylobacter jejuni	ColpVC_1	2	abricate	plasmidfinder	auto	20191028
Campylobacter jejuni	repUS2_1_repA(pBI143)	1	abricate	plasmidfinder	auto	20191028
Campylobacter jejuni	blaOXA-193_1	819	abricate	resfinder	auto	20191028
Campylobacter jejuni	tet(O)_1	399	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-184_1	85	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-446_1	66	abricate	resfinder	auto	20191028
Campylobacter jejuni	tet(O)_2	53	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-489_1	4	abricate	resfinder	auto	20191028
Campylobacter jejuni	aph(3')-III_1	66	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-61_1	50	abricate	resfinder	auto	20191028
Campylobacter jejuni	tet(O/32/O)_4	32	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-449_1	35	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-447_1	104	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-448_1	13	abricate	resfinder	auto	20191028
Campylobacter jejuni	tet(O/W/32/O)_2	1	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-452_1	4	abricate	resfinder	auto	20191028
Campylobacter jejuni	aac(6')-aph(2'')_1	1	abricate	resfinder	auto	20191028
Campylobacter jejuni	erm(B)_18	3	abricate	resfinder	auto	20191028
Campylobacter jejuni	ant(6)-Ia_3	32	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-185_1	6	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-453_1	1	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-451_1	3	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-465_1	34	abricate	resfinder	auto	20191028
Campylobacter jejuni	aph(2'')-If_2	11	abricate	resfinder	auto	20191028
Campylobacter jejuni	aph(2'')-Ig_1	2	abricate	resfinder	auto	20191028
Campylobacter jejuni	aph(2'')-Ih_1	15	abricate	resfinder	auto	20191028
Campylobacter jejuni	aph(2'')-Ib_3	1	abricate	resfinder	auto	20191028
Campylobacter jejuni	aac(6')-Im_1	1	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-466_1	19	abricate	resfinder	auto	20191028
Campylobacter jejuni	cat_2	3	abricate	resfinder	auto	20191028
Campylobacter jejuni	lnu(C)_1	2	abricate	resfinder	auto	20191028
Campylobacter jejuni	blaOXA-605	879	abricate	ncbi	auto	20191028
Campylobacter jejuni	tet(O)	495	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-184	84	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-638	41	abricate	ncbi	auto	20191028
Campylobacter jejuni	sat4	44	abricate	ncbi	auto	20191028
Campylobacter jejuni	aph(3')-IIIa	66	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-637	11	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-449	27	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-447	84	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-623	13	abricate	ncbi	auto	20191028
Campylobacter jejuni	tet(W)	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	erm(B)	3	abricate	ncbi	auto	20191028
Campylobacter jejuni	aadE	32	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-576	6	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-632	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-625	17	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-633	3	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-465	11	abricate	ncbi	auto	20191028
Campylobacter jejuni	aad9	36	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-639	2	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-193	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-629	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-584	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	aph(2'')-If	11	abricate	ncbi	auto	20191028
Campylobacter jejuni	aph(2'')-Ig	2	abricate	ncbi	auto	20191028
Campylobacter jejuni	aph(2'')-Ih	15	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-185	2	abricate	ncbi	auto	20191028
Campylobacter jejuni	aph(2'')-IIa	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	aac(6')-Im	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-635	8	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-614	9	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-615	5	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-466	17	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-624	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	catA13	3	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-617	5	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-631	3	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-785	3	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-446	12	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-626	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	blaOXA-630	1	abricate	ncbi	auto	20191028
Campylobacter jejuni	lnu(C)	2	abricate	ncbi	auto	20191028
Campylobacter jejuni	fliK	1150	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgD	1283	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgE	1510	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliY	1504	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliM	1537	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliA	1475	abricate	vfdb	auto	20191028
Campylobacter jejuni	flhG	1540	abricate	vfdb	auto	20191028
Campylobacter jejuni	flhF	1539	abricate	vfdb	auto	20191028
Campylobacter jejuni	cdtC	1278	abricate	vfdb	auto	20191028
Campylobacter jejuni	cdtB	1219	abricate	vfdb	auto	20191028
Campylobacter jejuni	cdtA	1262	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliI	1538	abricate	vfdb	auto	20191028
Campylobacter jejuni	eptC	1327	abricate	vfdb	auto	20191028
Campylobacter jejuni	cheW	1543	abricate	vfdb	auto	20191028
Campylobacter jejuni	cheA	1538	abricate	vfdb	auto	20191028
Campylobacter jejuni	cheV	1543	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliF	1538	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliG	1542	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliH	1539	abricate	vfdb	auto	20191028
Campylobacter jejuni	flhB	1539	abricate	vfdb	auto	20191028
Campylobacter jejuni	motB	1534	abricate	vfdb	auto	20191028
Campylobacter jejuni	motA	989	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliN	1538	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliE	1543	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgC	1543	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgB	1547	abricate	vfdb	auto	20191028
Campylobacter jejuni	flaG	1439	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliD	1295	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliS	1262	abricate	vfdb	auto	20191028
Campylobacter jejuni	rpoN	1539	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgH	1539	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgF	1542	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgG	1540	abricate	vfdb	auto	20191028
Campylobacter jejuni	flaC	1513	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgA	1533	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgS	1525	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliP	1528	abricate	vfdb	auto	20191028
Campylobacter jejuni	flhA	1532	abricate	vfdb	auto	20191028
Campylobacter jejuni	flaD	1160	abricate	vfdb	auto	20191028
Campylobacter jejuni	ciaB	1470	abricate	vfdb	auto	20191028
Campylobacter jejuni	pebA	1537	abricate	vfdb	auto	20191028
Campylobacter jejuni	jlpA	1517	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgR	1523	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgQ	1534	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgP	1542	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliW	1538	abricate	vfdb	auto	20191028
Campylobacter jejuni	cheY	1541	abricate	vfdb	auto	20191028
Campylobacter jejuni	waaC	1518	abricate	vfdb	auto	20191028
Campylobacter jejuni	htrB	1455	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1135	294	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1136	200	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1137c	284	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1138	213	abricate	vfdb	auto	20191028
Campylobacter jejuni	wlaN	235	abricate	vfdb	auto	20191028
Campylobacter jejuni	cstIII	290	abricate	vfdb	auto	20191028
Campylobacter jejuni	neuB1	312	abricate	vfdb	auto	20191028
Campylobacter jejuni	neuC1	309	abricate	vfdb	auto	20191028
Campylobacter jejuni	neuA1	295	abricate	vfdb	auto	20191028
Campylobacter jejuni	waaV	324	abricate	vfdb	auto	20191028
Campylobacter jejuni	waaF	1066	abricate	vfdb	auto	20191028
Campylobacter jejuni	gmhA	494	abricate	vfdb	auto	20191028
Campylobacter jejuni	hldE	407	abricate	vfdb	auto	20191028
Campylobacter jejuni	hldD	1462	abricate	vfdb	auto	20191028
Campylobacter jejuni	gmhB	1466	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliR	1535	abricate	vfdb	auto	20191028
Campylobacter jejuni	ciaC	1530	abricate	vfdb	auto	20191028
Campylobacter jejuni	porA	871	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseB	1462	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseC	1262	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseF	1419	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseG	1190	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseH	106	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseA	1331	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseI	1198	abricate	vfdb	auto	20191028
Campylobacter jejuni	maf4	96	abricate	vfdb	auto	20191028
Campylobacter jejuni	ptmB	1035	abricate	vfdb	auto	20191028
Campylobacter jejuni	ptmA	790	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseD/maf2	153	abricate	vfdb	auto	20191028
Campylobacter jejuni	pseE/maf5	682	abricate	vfdb	auto	20191028
Campylobacter jejuni	flaB	90	abricate	vfdb	auto	20191028
Campylobacter jejuni	flaA	91	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliL	1519	abricate	vfdb	auto	20191028
Campylobacter jejuni	kpsS	1512	abricate	vfdb	auto	20191028
Campylobacter jejuni	kpsC	1136	abricate	vfdb	auto	20191028
Campylobacter jejuni	cysC	1140	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1416c	1321	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1417c	1322	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1419c	1322	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1420c	1237	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1421c	102	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1422c	76	abricate	vfdb	auto	20191028
Campylobacter jejuni	hddC	359	abricate	vfdb	auto	20191028
Campylobacter jejuni	gmhA2	281	abricate	vfdb	auto	20191028
Campylobacter jejuni	hddA	435	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1426c	156	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1427c	578	abricate	vfdb	auto	20191028
Campylobacter jejuni	fcl	189	abricate	vfdb	auto	20191028
Campylobacter jejuni	rfbC	185	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1432c	172	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1434c	34	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1435c	183	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1436c	176	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1437c	172	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1438c	50	abricate	vfdb	auto	20191028
Campylobacter jejuni	glf	185	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cj1440c	166	abricate	vfdb	auto	20191028
Campylobacter jejuni	kfiD	175	abricate	vfdb	auto	20191028
Campylobacter jejuni	kpsF	778	abricate	vfdb	auto	20191028
Campylobacter jejuni	kpsD	1498	abricate	vfdb	auto	20191028
Campylobacter jejuni	kpsE	1444	abricate	vfdb	auto	20191028
Campylobacter jejuni	kpsT	343	abricate	vfdb	auto	20191028
Campylobacter jejuni	kpsM	223	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgI	1536	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgJ	1538	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgM	1540	abricate	vfdb	auto	20191028
Campylobacter jejuni	flgK	1530	abricate	vfdb	auto	20191028
Campylobacter jejuni	cadF	1532	abricate	vfdb	auto	20191028
Campylobacter jejuni	pflA	1524	abricate	vfdb	auto	20191028
Campylobacter jejuni	fliQ	1546	abricate	vfdb	auto	20191028
Campylobacter jejuni	virB8	23	abricate	vfdb	auto	20191028
Campylobacter jejuni	virB9	30	abricate	vfdb	auto	20191028
Campylobacter jejuni	virB10	30	abricate	vfdb	auto	20191028
Campylobacter jejuni	virB11	30	abricate	vfdb	auto	20191028
Campylobacter jejuni	virD4	31	abricate	vfdb	auto	20191028
Campylobacter jejuni	virB4	30	abricate	vfdb	auto	20191028
Campylobacter jejuni	Cjp54	32	abricate	vfdb	auto	20191028
Campylobacter jejuni	(Bla)blaOXA-61	881	abricate	argannot	auto	20191028
Campylobacter jejuni	(Tet)tetO	452	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)sat4A	44	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)aph(3'')-III	66	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)aph7	49	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)aac6-Aph2	1	abricate	argannot	auto	20191028
Campylobacter jejuni	(MLS)erm(B)	3	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)aph(2'')-Ig	2	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)aph(2'')-Ih	15	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)aph(2'')-IIa	1	abricate	argannot	auto	20191028
Campylobacter jejuni	(AGly)aac6-Im	1	abricate	argannot	auto	20191028
Campylobacter jejuni	(Phe)catA13	3	abricate	argannot	auto	20191028
Campylobacter jejuni	(MLS)lnu(C)	2	abricate	argannot	auto	20191028
Clostridioides difficile	cdeA	1833	abricate	card	auto	20191028
Clostridioides difficile	ErmB	497	abricate	card	auto	20191028
Clostridioides difficile	tet(40)	41	abricate	card	auto	20191028
Clostridioides difficile	APH(3')-IIIa	50	abricate	card	auto	20191028
Clostridioides difficile	SAT-4	48	abricate	card	auto	20191028
Clostridioides difficile	tetM	368	abricate	card	auto	20191028
Clostridioides difficile	AAC(6')-Ie-APH(2'')-Ia	156	abricate	card	auto	20191028
Clostridioides difficile	Shigella_flexneri_chloramphenicol_acetyltransferase	1	abricate	card	auto	20191028
Clostridioides difficile	ANT(6)-Ia	24	abricate	card	auto	20191028
Clostridioides difficile	tet44	18	abricate	card	auto	20191028
Clostridioides difficile	ANT(6)-Ib	18	abricate	card	auto	20191028
Clostridioides difficile	TEM-116	2	abricate	card	auto	20191028
Clostridioides difficile	dfrF	113	abricate	card	auto	20191028
Clostridioides difficile	AAC(6')-Im	3	abricate	card	auto	20191028
Clostridioides difficile	APH(2'')-IIa	3	abricate	card	auto	20191028
Clostridioides difficile	cfr(B)	17	abricate	card	auto	20191028
Clostridioides difficile	APH(2'')-IVa	4	abricate	card	auto	20191028
Clostridioides difficile	mel	3	abricate	card	auto	20191028
Clostridioides difficile	vanTG	2	abricate	card	auto	20191028
Clostridioides difficile	vanXYG	3	abricate	card	auto	20191028
Clostridioides difficile	vanG	2	abricate	card	auto	20191028
Clostridioides difficile	vanWG	2	abricate	card	auto	20191028
Clostridioides difficile	vanYG1	2	abricate	card	auto	20191028
Clostridioides difficile	vanSG	2	abricate	card	auto	20191028
Clostridioides difficile	vanRG	2	abricate	card	auto	20191028
Clostridioides difficile	vanUG	2	abricate	card	auto	20191028
Clostridioides difficile	catP	11	abricate	card	auto	20191028
Clostridioides difficile	APH(2'')-If	36	abricate	card	auto	20191028
Clostridioides difficile	npmA	2	abricate	card	auto	20191028
Clostridioides difficile	lnuC	2	abricate	card	auto	20191028
Clostridioides difficile	tetO	12	abricate	card	auto	20191028
Clostridioides difficile	ErmG	5	abricate	card	auto	20191028
Clostridioides difficile	tetB(P)	9	abricate	card	auto	20191028
Clostridioides difficile	clcD	14	abricate	card	auto	20191028
Clostridioides difficile	aad(6)	8	abricate	card	auto	20191028
Clostridioides difficile	CTX-M-2	1	abricate	card	auto	20191028
Clostridioides difficile	ErmQ	2	abricate	card	auto	20191028
Clostridioides difficile	tetW	2	abricate	card	auto	20191028
Clostridioides difficile	tetA(P)	1	abricate	card	auto	20191028
Clostridioides difficile	TEM-171	2	abricate	card	auto	20191028
Clostridioides difficile	tetT	1	abricate	card	auto	20191028
Clostridioides difficile	repUS43_1_CDS12738(DOp1)	295	abricate	plasmidfinder	auto	20191028
Clostridioides difficile	rep1_6_repE(pTEF1)	35	abricate	plasmidfinder	auto	20191028
Clostridioides difficile	ColpVC_1	1	abricate	plasmidfinder	auto	20191028
Clostridioides difficile	rep11b_1_repA(pEF1071)	1	abricate	plasmidfinder	auto	20191028
Clostridioides difficile	Col(BS512)_1	1	abricate	plasmidfinder	auto	20191028
Clostridioides difficile	tet(M)_11	75	abricate	resfinder	auto	20191028
Clostridioides difficile	erm(B)_20	3	abricate	resfinder	auto	20191028
Clostridioides difficile	erm(B)_18	485	abricate	resfinder	auto	20191028
Clostridioides difficile	cfr(C)_2	72	abricate	resfinder	auto	20191028
Clostridioides difficile	tet(40)_1	41	abricate	resfinder	auto	20191028
Clostridioides difficile	ant(6)-Ia_3	261	abricate	resfinder	auto	20191028
Clostridioides difficile	aph(3')-III_1	50	abricate	resfinder	auto	20191028
Clostridioides difficile	tet(M)_4	26	abricate	resfinder	auto	20191028
Clostridioides difficile	tet(M)_8	11	abricate	resfinder	auto	20191028
Clostridioides difficile	tet(M)_1	204	abricate	resfinder	auto	20191028
Clostridioides difficile	aac(6')-aph(2'')_1	156	abricate	resfinder	auto	20191028
Clostridioides difficile	catA1_1	1	abricate	resfinder	auto	20191028
Clostridioides difficile	ant(6)-Ia_2	24	abricate	resfinder	auto	20191028
Clostridioides difficile	tet(44)_1	18	abricate	resfinder	auto	20191028
Clostridioides difficile	ant(6)-Ib_1	18	abricate	resfinder	auto	20191028
Clostridioides difficile	tet(M)_10	24	abricate	resfinder	auto	20191028
Clostridioides difficile	blaTEM-116_1	2	abricate	resfinder	auto	20191028
Clostridioides difficile	tet(M)_12	33	abricate	resfinder	auto	20191028
Clostridioides difficile	aac(6')-Im_1	3	abricate	resfinder	auto	20191028
Clostridioides difficile	aph(2'')-Ib_1	1	abricate	resfinder	auto	20191028
Clostridioides difficile	cfr(B)_1	17	abricate	resfinder	auto	20191028
Clostridioides difficile	aph(2'')-Id_1	4	abricate	resfinder	auto	20191028
